center,,steering
iLS2Gk1mwD.png,-5.54802909392E-007,-0.000005548
pvFZUjCm3V.png,1.71538413269E-005,0.0001715384
sKXhJhCt66.png,-0.0002145722,-0.002145722
zQxYrzIgaN.png,-1.00996085166E-005,-0.0001009961
3wm8zTlLwM.png,-1.14243425742E-006,-1.14243425742E-005
4Cwf30NwrL.png,3.26665599459E-006,3.26665599459E-005
xqZ57PLZ3n.png,1.19736444049E-006,1.19736444049E-005
toaI1cxkB5.png,8.73056762885E-007,8.73056762885E-006
3tNjDaCNBV.png,5.55060580609E-007,5.55060580609E-006
1bmJ8AvKSo.png,-0.000000552,-0.00000552
J597AbFVJI.png,5.69535529849E-007,5.69535529849E-006
9d4t46Snvh.png,5.47273657503E-007,5.47273657503E-006
bhPFrPdAlI.png,5.48628008801E-007,5.48628008801E-006
hKlDQ20yn2.png,-5.47089769043E-007,-5.47089769043E-006
HglbfKvrvJ.png,5.47139279661E-007,5.47139279661E-006
YMEEiBQDbu.png,-5.46249339095E-007,-5.46249339095E-006
lgsE0N54fJ.png,-5.45176703781E-007,-5.45176703781E-006
UpmbJn3C6j.png,5.43393241514E-007,5.43393241514E-006
cy7kmQIW9I.png,5.42355223843E-007,5.42355223843E-006
ecAhs9OiGV.png,5.42312022844E-007,5.42312022844E-006
eNtdqLIsBW.png,5.4054140719E-007,5.4054140719E-006
p2X2qK18zT.png,-5.37055086625E-007,-5.37055086625E-006
hxBlxAqlP5.png,-0.000236918,-0.00236918
ZTA0DtCTkK.png,5.95174969931E-005,0.000595175
MDNzUfTsSn.png,-1.38876148412E-005,-0.0001388761
scrCVAPLFJ.png,4.84814245283E-006,4.84814245283E-005
8R0nh0vdjJ.png,7.80440643666E-007,7.80440643666E-006
OMzgG1kdE7.png,5.20313108154E-007,5.20313108154E-006
0fbIjjDuDv.png,5.22706727679E-007,5.22706727679E-006
8nfd5fpgYw.png,-5.20705327745E-007,-5.20705327745E-006
oE9y6Mxcie.png,5.25421569364E-007,5.25421569364E-006
7HbCAvbxUX.png,5.2712920251E-007,5.2712920251E-006
9rBu4G7u6y.png,-5.3138256817E-007,-5.3138256817E-006
7t4Vw4otV5.png,5.32077706339E-007,5.32077706339E-006
jOP19MJ1JJ.png,-5.36908771664E-007,-5.36908771664E-006
vID2nSdVCh.png,-5.37768869435E-007,-5.37768869435E-006
B3tqFl6GZj.png,8.47763840284E-006,8.47763840284E-005
tyCGQiwP44.png,3.30962120643E-006,3.30962120643E-005
cciRr6pwF2.png,1.61148375355E-006,1.61148375355E-005
Ll1Z8bqq3C.png,1.00142892734E-006,1.00142892734E-005
wAwuBD2JTf.png,5.52535482257E-007,5.52535482257E-006
jE0k7msQlk.png,5.51431128315E-007,5.51431128315E-006
7gcssFHSZK.png,0.000000552,0.00000552
PgCPSepvec.png,-5.54283360543E-007,-5.54283360543E-006
9u3BMkABvR.png,-5.55494239052E-007,-5.55494239052E-006
uhh12dAGeY.png,-5.55354745302E-007,-5.55354745302E-006
3F14CeXXXo.png,5.56419820441E-007,5.56419820441E-006
t9ZdC7RNDW.png,5.55535734748E-007,5.55535734748E-006
hEw0GafpFG.png,0.000000553,0.00000553
BgYTmfjLmy.png,5.49731510091E-007,5.49731510091E-006
SGobTvMCzm.png,-5.48106527276E-007,-5.48106527276E-006
t7SRGRXBhc.png,-5.46354215203E-007,-5.46354215203E-006
bcVT6fiXW7.png,-5.44244642242E-007,-5.44244642242E-006
YiYj7IhGYe.png,-5.41715849067E-007,-5.41715849067E-006
ImmpVlZinm.png,-5.38375218184E-007,-5.38375218184E-006
0xI4a4Hilv.png,-5.37601749784E-007,-0.000005376
Baf0cSmvO0.png,-5.36171057774E-007,-5.36171057774E-006
kxDzpjcqvv.png,5.31748071353E-007,5.31748071353E-006
UqfqeP9xis.png,5.30145769062E-007,5.30145769062E-006
HbgLfN6hHe.png,-5.29300564267E-007,-0.000005293
1cEtg1HkDt.png,5.26816450019E-007,5.26816450019E-006
XlTumk8AVc.png,0.000000527,0.00000527
jAj3HYgZEP.png,5.25807081431E-007,5.25807081431E-006
E7AKBFd74C.png,5.26742041984E-007,5.26742041984E-006
bDtwneD64F.png,5.26062876816E-007,5.26062876816E-006
4ykBosC6Ky.png,5.25728353296E-007,5.25728353296E-006
EpwwqFgBQJ.png,-5.26110568444E-007,-5.26110568444E-006
7jzmi07Zsh.png,-5.27081738255E-007,-5.27081738255E-006
4rGI1QXG6s.png,0.000000529,0.00000529
u8c7RROnCy.png,5.2893449265E-007,5.2893449265E-006
8YpiPXRGNj.png,0.000000529,0.00000529
PVWem3YSma.png,0.000000529,0.00000529
OvSjbm5TeB.png,0.000000529,0.00000529
OdjUni68Xj.png,5.29214560174E-007,5.29214560174E-006
OeQhLYUMtF.png,5.29051078502E-007,5.29051078502E-006
SpqZRSb6X4.png,3.1677660445E-005,0.0003167766
3DeCcxdAdP.png,-2.64740701823E-005,-0.0002647407
K3hJzHEG8Y.png,-2.89560539386E-005,-0.0002895605
CdTfVRCEYG.png,-1.43944298543E-005,-0.0001439443
KfkH0cHfp9.png,-6.80081757309E-006,-6.80081757309E-005
74qCX4HrBM.png,-0.000000695,-0.00000695
ImscrJ0ud3.png,0.0001300833,0.001300833
4hXwaHhHCn.png,0.0001645305,0.001645305
0stX5NjdCQ.png,-0.000131496,-0.00131496
Bm1rOCEJG6.png,-2.01485945581E-005,-0.0002014859
MEgmUusyN5.png,0.000033303,0.00033303
6QToCvLjyx.png,1.37575134431E-005,0.0001375751
7QhdxP8vOi.png,-0.0000103,-0.000103
OrOwSV1Qvh.png,-1.40801303132E-005,-0.0001408013
BE3osMUW0W.png,-6.47782580927E-005,-0.0006477826
4HRGhSa9MG.png,2.57669416897E-005,0.0002576694
BDpX5pOqgQ.png,1.02673511719E-005,0.0001026735
ZdABvmlYtw.png,0.000005743,0.00005743
l7TV7QxEyi.png,2.59609441855E-006,2.59609441855E-005
KxV8gYwql8.png,1.90021501112E-006,1.90021501112E-005
ze5RGF0vNb.png,1.07447874598E-006,1.07447874598E-005
iJtJqKEVmY.png,0.000000617,0.00000617
xHM0tHm0av.png,5.31323848918E-007,5.31323848918E-006
eZtlBz0Isx.png,0.000000531,0.00000531
IW00kJppav.png,5.30707609414E-007,5.30707609414E-006
bHYlpSPRgL.png,5.52432254608E-007,5.52432254608E-006
yocfYipVRA.png,-5.36877621471E-007,-5.36877621471E-006
CW89zFcGNr.png,-5.30390195763E-007,-5.30390195763E-006
BaMRTQMnO7.png,5.29737008037E-007,5.29737008037E-006
EOkiDcB8l3.png,5.30464944859E-007,5.30464944859E-006
DLnHLpI1jr.png,-5.33708089279E-007,-5.33708089279E-006
aXbIfiZT4p.png,5.30350519057E-007,5.30350519057E-006
ZWvxnpniw4.png,-5.31141665761E-007,-5.31141665761E-006
eUbWtTuNcb.png,5.30907811935E-007,5.30907811935E-006
RjONNdE2Cr.png,5.33482591436E-007,5.33482591436E-006
GH9U8RmGLk.png,-5.35062270046E-007,-5.35062270046E-006
TvoqNhlGUq.png,-4.80118396808E-005,-0.0004801184
dNFmkAjyv1.png,-7.59189060773E-005,-0.0007591891
ubr0boTpwD.png,-3.69937947653E-006,-3.69937947653E-005
3Uocxekw0G.png,-1.84868872566E-006,-1.84868872566E-005
P9XZfLCL5g.png,0.0002147951,0.002147951
dd6Sr57Gb7.png,-9.49590976234E-005,-0.000949591
kPDh2ymhel.png,2.02946193895E-005,0.0002029462
pp6bm7U3EB.png,9.38935772865E-006,9.38935772865E-005
FghO1cngJ4.png,4.19955722464E-006,4.19955722464E-005
9wQKRDz6xO.png,2.24173436436E-006,2.24173436436E-005
VR1Pmp83C0.png,8.77286936429E-007,8.77286936429E-006
w3enAmyPAH.png,0.000000559,0.00000559
nNFqzgU3Qz.png,5.59130114652E-007,5.59130114652E-006
V6WupCY71d.png,-0.0001273885,-0.001273885
Tzbil3tE8u.png,-0.000053051,-0.00053051
3xEkqEnKn0.png,0.0002033263,0.002033263
X1tgHtqDQK.png,-8.48655035952E-005,-0.000848655
5UvdwYD6rv.png,0.000046428,0.00046428
BdRrHCnqsK.png,0.000084333,0.00084333
G2hWsRiirU.png,3.44328182109E-005,0.0003443282
93keBSEdtc.png,0.000193951,0.00193951
GIU7RcKeKp.png,-4.41342344857E-005,-0.0004413423
DINypidVqC.png,1.98604502657E-005,0.0001986045
vTB2P9DhcO.png,1.05752233139E-005,0.0001057522
SHQuzoZfG2.png,2.64009440798E-006,2.64009440798E-005
BlQrQuzCgp.png,0.000003284,0.00003284
F2XNDr965u.png,1.02830529158E-006,1.02830529158E-005
kLLuZKWnH6.png,8.16340218535E-007,8.16340218535E-006
C5v2u9xLF9.png,5.61301192192E-007,0.000005613
8d7RGTYihQ.png,-5.59343618534E-007,-5.59343618534E-006
o0Htvtvs5X.png,5.5871441873E-007,5.5871441873E-006
ciFREXAwB3.png,4.57355163235E-005,0.0004573552
ctF5UJ2Who.png,-4.86356984766E-005,-0.000486357
m4V8VKSgOP.png,-4.53801476397E-005,-0.0004538015
gla4FvBqR2.png,2.79949381365E-005,0.0002799494
Je7IozDMPB.png,-8.7599575636E-005,-0.0008759958
9MPAW9YnC0.png,-1.27474741021E-005,-0.0001274747
irraMCICr7.png,4.40391086158E-005,0.0004403911
xijqphTRjo.png,2.39954442804E-005,0.0002399544
EW25xmHQ0U.png,-0.0001213246,-0.001213246
2dJAix0CzJ.png,-0.0002064844,-0.002064844
0jwvJPGrTv.png,0.0001627509,0.001627509
k0A7nDOVPC.png,-2.76047940133E-005,-0.0002760479
4fBmzI48hw.png,-1.29811478473E-005,-0.0001298115
UvpTFJqdxy.png,0.0001057628,0.001057628
LQHMxZPBR9.png,-6.75952469464E-005,-0.0006759525
PE2MKFH2rc.png,-1.42601693369E-005,-0.0001426017
p2KybOB44b.png,0.0416961722,0.416961722
rj3tcCcKfQ.png,0.1640790552,1.640790552
lVkKC4j19N.png,0.2451833934,2.451833934
4Sp2DBi34i.png,0.4197213948,4.197213948
VC0PNe9BXD.png,0.517105937,5.17105937
3WTxwsw568.png,0.9900542498,9.900542498
taGmvgl5K2.png,1.0940132141,10.940132141
idgPlpYtnO.png,1.2755739689,12.755739689
iI4Oc1kSAK.png,1.373800993,13.73800993
sSPFadrvha.png,1.4490019083,14.490019083
Ru5vScCmMy.png,1.4704763889,14.704763889
2mmBfKyyj5.png,1.4606455565,14.606455565
gK89EgTn9i.png,1.4579555988,14.579555988
cmQn3tM1vV.png,1.4551311731,14.551311731
zFwS43gxLS.png,1.4542484283,14.542484283
DAZa5V1HCz.png,1.4543112516,14.543112516
HSkZ0vugE0.png,1.4444919825,14.444919825
62MGKt5x1w.png,1.4223048687,14.223048687
AylZPkUvxg.png,1.3925536871,13.925536871
5BNopwTqO8.png,1.3065496683,13.065496683
xyg6IuxRv3.png,1.1828123331,11.828123331
YxVt8O8EmU.png,1.1048762798,11.048762798
0exzGKqN9q.png,0.9441037774,9.441037774
uQFbgIxcIx.png,0.8576546907,8.576546907
9lKORq0M6J.png,0.692961514,6.92961514
GVAdbpwHLP.png,0.6083931923,6.083931923
o9q1lhmLX5.png,0.4387291074,4.387291074
FRercmGIZ3.png,0.3540940285,3.540940285
qLzpzrYQAS.png,0.211972177,2.11972177
Pw7pf7KtAa.png,-0.0029775437,-0.029775437
T1Y0992hu5.png,-0.0248035416,-0.248035416
6ONlNN1Usb.png,-0.0154873906,-0.154873906
cOFnYiT6N3.png,-0.0070502455,-0.070502455
NZUZI0ULZE.png,-0.001987681,-0.01987681
WuzIfgYINt.png,-0.0013358669,-0.013358669
U9f0eqgMZD.png,-0.0009922058,-0.009922058
2ivDwFV1lh.png,-0.000773806,-0.00773806
Z0nPETQNcY.png,-0.0001417914,-0.001417914
9TtpsENEoV.png,-1.58061138791E-005,-0.0001580611
2saG8Pnhy1.png,-2.46674862865E-005,-0.0002466749
Lwcu3ltaXF.png,-0.0002302062,-0.002302062
M1COFKiKRd.png,-0.0002446643,-0.002446643
L2IwIP51Ru.png,0.0043824026,0.043824026
zYZOlLc8Oi.png,0.0628696308,0.628696308
w6HOZnJ1cH.png,0.0996810049,0.996810049
byH39FyTra.png,0.1719755083,1.719755083
phHtoBSrYL.png,0.2087423503,2.087423503
idIH5udjv3.png,0.2820852399,2.820852399
vfxbvYIVdH.png,0.3141951263,3.141951263
O9i7dl9cc1.png,0.3360546827,3.360546827
5x2WTzMBQk.png,0.3422882855,3.422882855
sajJNXKnYu.png,0.340595603,3.40595603
uBt4FMNtrV.png,0.3436357081,3.436357081
ILxH4EotyS.png,0.3526186049,3.526186049
VlNo1iHUlf.png,0.3752551377,3.752551377
SyoqX9YEkz.png,0.3780142069,3.780142069
CUZnfPsHOf.png,0.3775466979,3.775466979
5caJS1ppBY.png,0.3762204051,3.762204051
LHRbUfoJpT.png,0.3740217984,3.740217984
zCWsKd8pSI.png,0.3736992478,3.736992478
7rmxxJv0PM.png,0.3737040758,3.737040758
c43sI6QwYD.png,0.3736445904,3.736445904
GE9BZYeCXo.png,0.3731226325,3.731226325
qUgtVqMX2A.png,0.3670995533,3.670995533
4wzj0j04wp.png,0.36487028,3.6487028
2p8CLz0gEK.png,0.3641198576,3.641198576
r5xhtbzFtJ.png,0.3630276322,3.630276322
JATlj7sVkB.png,0.3594209254,3.594209254
R1ipTIFDIX.png,0.3270452023,3.270452023
T4Ap1dSPtU.png,0.283026427,2.83026427
bsUiaeRwGQ.png,0.2594246566,2.594246566
8uPbCbZFh9.png,0.2151815295,2.151815295
e4lG9NpPBb.png,0.1961596012,1.961596012
eCbhUk6HYu.png,0.1584430933,1.584430933
kgGa30aGBC.png,0.1445955336,1.445955336
M33933u8E9.png,0.1100481451,1.100481451
t7ZINQxP3s.png,0.0986846983,0.986846983
WalLreibIr.png,0.0918242782,0.918242782
oRtpndeWq5.png,0.0742114261,0.742114261
ohUxeQnk9z.png,0.0683462173,0.683462173
4VYe654Qwd.png,0.0614496469,0.614496469
JqN7rZ1INA.png,0.060263861,0.60263861
Xqvsxg2dUe.png,0.0580348223,0.580348223
hvxtVwnixy.png,0.0580658168,0.580658168
oGSCqeqY6R.png,0.0584444962,0.584444962
Ouehvtv9bK.png,0.058284387,0.58284387
I9tcJxFRMh.png,0.0582630076,0.582630076
3RCr9FapZu.png,0.0582772493,0.582772493
E4Lei3WCwi.png,0.0583032258,0.583032258
8h7haNkaO5.png,0.05831616,0.5831616
T31phrBxYO.png,0.058333829,0.58333829
BwxvsYEkg6.png,0.0583296418,0.583296418
2njajB18y5.png,0.0583276302,0.583276302
b7HnUzK6Hs.png,0.0545572117,0.545572117
TPvRLSaqiO.png,0.0540755428,0.540755428
luFxXyKQ2U.png,0.0541415289,0.541415289
Jv4aU3kDT2.png,0.0542176589,0.542176589
pTGUVFyCsV.png,0.0542479903,0.542479903
Ipnx31EtRD.png,0.0542733818,0.542733818
2Usn4hneyY.png,0.0538230315,0.538230315
44tOYA1Psa.png,0.053765174,0.53765174
6Om26mt7ca.png,0.0537706912,0.537706912
C7c23l79OZ.png,0.0537823625,0.537823625
ehL0Minz76.png,0.0537852123,0.537852123
vQ5sFaoHfk.png,0.0537862107,0.537862107
mhHdmcnWfw.png,0.0537887365,0.537887365
bDJhrixPuF.png,0.0536785685,0.536785685
9uDxbBKqNS.png,0.0538482331,0.538482331
U6GKKPWyKT.png,0.053770598,0.53770598
oU8T7B6ojS.png,0.0537958331,0.537958331
DMFJTzhSG1.png,0.053787984,0.53787984
EazSVL1KLU.png,0.0536368228,0.536368228
ic5N0ErzoX.png,0.0537626557,0.537626557
aiGKXZcgLU.png,0.0535538569,0.535538569
6ekYHWTHwN.png,0.0521398336,0.521398336
UQPg34SJ5G.png,0.0480690524,0.480690524
gNT8P9ssCP.png,0.0341823511,0.341823511
fmOZKhVMZJ.png,0.0188051164,0.188051164
8Tnn0B3kmr.png,0.0168439411,0.168439411
XOH3ao91Dt.png,0.017216539,0.17216539
TNYNGj4QJB.png,0.0176251363,0.176251363
8e7U4UTSxz.png,0.0140569843,0.140569843
atjovJaq4Y.png,0.0107655246,0.107655246
izyEnKCM52.png,0.0060575842,0.060575842
UVMa6T0pyW.png,0.0042081727,0.042081727
wjM3eyQ1j5.png,-0.0007162701,-0.007162701
ZvmPZBtxMa.png,-0.000448248,-0.00448248
xTtLXj76hN.png,-0.0002079212,-0.002079212
iQGsZTkoax.png,-2.21835925913E-005,-0.0002218359
eM1nzl82cF.png,-6.3247687649E-005,-0.0006324769
MUnIFIWhCM.png,-2.03677482205E-005,-0.0002036775
2M2DnKQgyR.png,-1.80035185622E-005,-0.0001800352
n4mGNq7rLU.png,-1.01353653008E-005,-0.0001013537
TZQexdpwHd.png,-2.29310580835E-006,-2.29310580835E-005
KKt9IVYSJk.png,-1.20354854971E-006,-1.20354854971E-005
7Ulxxx8wZo.png,-3.20486942655E-005,-0.0003204869
ehLl8RaW8u.png,0.00000558,0.0000558
gWKkdovfrn.png,-3.64053312296E-006,-3.64053312296E-005
JzTYuPc7Fe.png,1.41944462939E-006,1.41944462939E-005
w8rF8ODC5m.png,-9.87381326922E-007,-9.87381326922E-006
JpSSZQ8oQ1.png,5.59191278171E-007,5.59191278171E-006
KsVU4AY0FA.png,5.579075264E-007,5.579075264E-006
K7RfoH9Ir8.png,-5.58541444207E-007,-5.58541444207E-006
gC6znHSuTK.png,5.57904741072E-007,0.000005579
aB1klYac6f.png,5.62335742416E-007,5.62335742416E-006
kYTOWZWieO.png,5.59893294394E-007,5.59893294394E-006
kHxRTwV3AU.png,-0.0001632835,-0.001632835
MKKhPriNkI.png,0.0001074219,0.001074219
PtG4Hi0As6.png,-4.59037300971E-006,-4.59037300971E-005
17SGQx7yUQ.png,-1.46002721522E-005,-0.0001460027
aOXnAMRHZV.png,-0.000010612,-0.00010612
W9LCqz0rnr.png,0.0001392179,0.001392179
aALSM6k0PA.png,-5.0029670092E-005,-0.0005002967
muzIMxR1eN.png,-4.63928190584E-005,-0.0004639282
3UYZMom8jY.png,0.000011048,0.00011048
hLm9PmRz6f.png,0.000000558,0.00000558
9TAG6thrXe.png,9.62694912232E-007,9.62694912232E-006
vrZILhXNjR.png,1.8227548253E-006,1.8227548253E-005
MeIZ9zVgT2.png,4.89262092742E-005,0.0004892621
kDAnvmx6EA.png,1.21356083582E-006,1.21356083582E-005
akRDsnwlsV.png,6.21261688138E-006,6.21261688138E-005
m3VCuEyLqx.png,4.64512913823E-006,4.64512913823E-005
TgkUB4L2jX.png,3.30511784341E-006,3.30511784341E-005
Qv9ZayU426.png,1.76985588496E-006,1.76985588496E-005
lF2loIOBId.png,1.51780000124E-006,0.000015178
ALZjfBKhoB.png,1.56207204327E-006,1.56207204327E-005
pLj2jEeP3U.png,9.27512928683E-007,9.27512928683E-006
RsLlP6VuAp.png,5.36753702818E-007,5.36753702818E-006
MDdXHd8axz.png,0.0044655884,0.044655884
VkGlANDlDH.png,0.0247961264,0.247961264
VDzOEUjlW8.png,0.0284236819,0.284236819
rHpt7m85PL.png,0.0320479274,0.320479274
74OH3w2ga1.png,0.0361948013,0.361948013
tNHzQ65JFH.png,0.055461064,0.55461064
ZV3tBob7ac.png,0.0752619728,0.752619728
r8ksZwqYDX.png,0.1107968912,1.107968912
Wi6hF9kNkq.png,0.1195466593,1.195466593
Bos9WCUYB9.png,0.1186215058,1.186215058
5ZGciCkqFo.png,0.117671296,1.17671296
rqlopQZrdW.png,0.1172942817,1.172942817
xDduyourwo.png,0.1169162542,1.169162542
UOR3Oprx7I.png,0.1169271618,1.169271618
t9urpGd1tM.png,0.1174181178,1.174181178
cgTC4lLjAX.png,0.1173777208,1.173777208
uHkuTcdO7c.png,0.1173642501,1.173642501
PnANWpfovM.png,0.1173493266,1.173493266
bpcohhl6oy.png,0.1144205406,1.144205406
6COOhLh2In.png,0.1134509295,1.134509295
VqVcTlDzlE.png,0.1130685061,1.130685061
7n4Tsqor61.png,0.1108793542,1.108793542
sZRLvtgNPo.png,0.1053056717,1.053056717
B77V4rsHVu.png,0.103723608,1.03723608
4UqvVkk7Jo.png,0.1038338915,1.038338915
KMIGgSF1po.png,0.1039759293,1.039759293
uIpmPPDcVM.png,0.1040943339,1.040943339
SoS6FqUCkg.png,0.1038946882,1.038946882
BO8DwHuQkn.png,0.104244113,1.04244113
88dTv8yV8Z.png,0.1042439193,1.042439193
6mygANINKc.png,0.1042362601,1.042362601
9PuSFADMIG.png,0.1042271405,1.042271405
14oNkHodZX.png,0.1042259112,1.042259112
DAEGwntums.png,0.1042248905,1.042248905
YqW6vcW1pw.png,0.1042245179,1.042245179
217k7Soe8R.png,0.1042245552,1.042245552
fV5U5eFYya.png,0.1042246744,1.042246744
8sQ4irTVwJ.png,0.104224667,1.04224667
bgjjVQYXeC.png,0.1042248383,1.042248383
JV8ZwH9t8Z.png,0.1042798907,1.042798907
pOMSmW7v5y.png,0.1042164788,1.042164788
Ra9Ae2EpkV.png,0.1042573899,1.042573899
XguRfmrsZv.png,0.1040384918,1.040384918
rZVQZaRX0U.png,0.1026262194,1.026262194
tjGSZBTY5G.png,0.100328818,1.00328818
p6bXeNfGTp.png,0.0993819982,0.993819982
ZXlI8rU7Be.png,0.0981697291,0.981697291
v6rrwrW4Ef.png,0.0975066349,0.975066349
1kBorF5yuy.png,0.095458515,0.95458515
9UPHrZaEHj.png,0.0935571715,0.935571715
IpP4KWyvjn.png,0.0913621485,0.913621485
SPCHJULlzx.png,0.090187788,0.90187788
76q6CHyDgC.png,0.0873774067,0.873774067
TwHdNZqy1S.png,0.085633643,0.85633643
1d3bNHAIHL.png,0.0835032091,0.835032091
Jg4fQTOnam.png,0.0836150497,0.836150497
De9nIFy0AH.png,0.083720766,0.83720766
SRSq8CZ3XG.png,0.0838879943,0.838879943
DTPKOOgpJa.png,0.0840223953,0.840223953
UJzDcaIBC6.png,0.084024623,0.84024623
uixdd05VPr.png,0.0840362012,0.840362012
hAMq12cBlo.png,0.0840410665,0.840410665
lomhmdZYAD.png,0.0840460286,0.840460286
gunUWNmPSD.png,0.0840474814,0.840474814
0ULjw0tWYf.png,0.0835923553,0.835923553
Cit2OXHTrE.png,0.0827725157,0.827725157
Ts56tvyOCV.png,0.0818387046,0.818387046
ZqFZ0kSM1b.png,0.0782248229,0.782248229
Az2pZRjsAc.png,0.0767154321,0.767154321
7knBl61Wuw.png,0.0768647194,0.768647194
u8pCUnw9fF.png,0.0771161988,0.771161988
ZPnu6rdgqm.png,0.0773436055,0.773436055
g8AxHxScL2.png,0.0772011057,0.772011057
0tqJbB4F4A.png,0.0769019499,0.769019499
JkpAmiaU6e.png,0.0771735758,0.771735758
BZelgPRWIQ.png,0.0772485808,0.772485808
t2zcdBVY2m.png,0.0766376927,0.766376927
2CZoufIsy6.png,0.0801270977,0.801270977
2octPZqhGQ.png,0.0838170424,0.838170424
bcMqyypmYg.png,0.0871386752,0.871386752
yZmwcxhK2N.png,0.0887864083,0.887864083
5Xrgam3k75.png,0.1013021097,1.013021097
b1Q3rHcGuY.png,0.110602662,1.10602662
wxkfDLZ0YA.png,0.1452133209,1.452133209
wUzaw3J7Nm.png,0.1869606674,1.869606674
bZoa2XPPeu.png,0.2360934913,2.360934913
zF1Lzsoh0e.png,0.2624988258,2.624988258
5FBURClzTD.png,0.3098458946,3.098458946
Oo81wTfNbe.png,0.3249808252,3.249808252
bG5JwgnDgF.png,0.3421069086,3.421069086
nCO1JRs7h0.png,0.3515153825,3.515153825
6HKmWGgtqF.png,0.3773193359,3.773193359
BhChS6j6oh.png,0.3921164572,3.921164572
